# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Latitude (° N),Longitude (° E),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Air temperature (°F),Air pressure (mbar)
0,0,0,0,0,0,28.61,-80.6,0,0,0,59,1013
0.011,0.003,0.232,48.682,-0,0,28.61,-80.6,0,0,0,59,1013
0.021,0.02,0.72,48.892,-0,0,28.61,-80.6,0,0,0,59,1013
0.031,0.049,1.21,49.103,-0,0,28.61,-80.6,0,0,0,59,1013
0.041,0.098,1.702,49.314,-0,0,28.61,-80.6,0,0,0,59,1013
0.051,0.161,2.196,49.524,-0,0,28.61,-80.6,0,0,0,59,1013
0.055,0.19,2.394,49.608,-0,0,28.61,-80.6,0,0,0,59,1013
0.061,0.243,2.691,49.353,-0,0,28.61,-80.6,0,0,0,59,1013
0.07,0.328,3.134,48.969,-0,0,28.61,-80.6,0,0,0,58.998,1013
0.08,0.44,3.621,48.542,-0,0,28.61,-80.6,0,0,0,58.998,1013
0.089,0.551,4.056,48.157,-0,0,28.61,-80.6,0,0,0,58.998,1013
0.099,0.692,4.541,48.725,-0,0,28.61,-80.6,0,0,0,58.998,1013
0.109,0.85,5.031,49.293,-0,0,28.61,-80.6,0,0,0,58.996,1013
0.119,1.024,5.527,49.861,-0,0,28.61,-80.6,0,0,0,58.996,1013
0.129,1.214,6.028,50.429,-0,0,28.61,-80.6,0,0,0,58.996,1013
0.139,1.417,6.535,50.998,-0,0,28.61,-80.6,0,0,0,58.995,1013
0.149,1.64,7.048,51.567,-0,0,28.61,-80.6,0,0,0,58.995,1013
0.155,1.785,7.358,51.908,-0,0,28.61,-80.6,0,0,0,58.993,1013
0.164,2.008,7.826,52.008,-0,0,28.61,-80.6,0,0,0,58.993,1013
0.174,2.274,8.347,52.119,-0,0,28.61,-80.6,0,0,0,58.991,1013
0.184,2.556,8.868,52.231,-0,0,28.61,-80.6,0,0,0,58.991,1013
0.194,2.854,9.391,52.342,-0,0,28.61,-80.6,0,0,0,58.989,1013
0.2,3.041,9.705,52.408,-0,0,28.61,-80.6,0,0,0,58.989,1013
0.209,3.337,10.177,52.461,-0,0,28.61,-80.6,0,0,0,58.987,1013
0.219,3.678,10.702,52.519,-0,0,28.61,-80.6,0,0,0,58.987,1013
0.229,4.039,11.228,52.578,-0,0,28.61,-80.6,0,0,0,58.986,1013
0.239,4.416,11.754,52.636,-0,0,28.61,-80.6,0,0,0,58.984,1013
0.249,4.81,12.28,52.694,-0,0,28.61,-80.6,0,0,0,58.982,1013
0.259,5.22,12.808,52.752,-0,0,28.61,-80.6,0,0,0,58.982,1013
0.269,5.65,13.336,52.81,-0.001,0,28.61,-80.6,0,0,0,58.98,1013
0.279,6.096,13.864,52.868,-0.001,0,28.61,-80.6,0,0,0,58.978,1013
0.289,6.558,14.393,52.925,-0.001,0,28.61,-80.6,0,0,0,58.977,1013
0.3,7.09,14.975,52.989,-0.001,0,28.61,-80.6,0,0,0,58.975,1013
0.31,7.589,15.506,53.068,-0.001,0,28.61,-80.6,0,0,0,58.973,1013
0.32,8.107,16.037,53.147,-0.001,0,28.61,-80.6,0,0,0,58.971,1013
0.33,8.642,16.569,53.226,-0.001,0,28.61,-80.6,0,0,0,58.969,1013
0.34,9.193,17.101,53.305,-0.001,0,28.61,-80.6,0,0,0,58.968,1013
0.35,9.764,17.635,53.384,-0.001,0,28.61,-80.6,0,0,0,58.966,1013
0.36,10.351,18.169,53.463,-0.001,0,28.61,-80.6,0,0,0,58.962,1013
0.37,10.955,18.704,53.542,-0.001,0,28.61,-80.6,0,0,0,58.96,1013
0.38,11.578,19.24,53.621,-0.001,0,28.61,-80.6,0,0,0,58.959,1013
0.39,12.218,19.776,53.699,-0.001,0,28.61,-80.6,0,0,0,58.957,1013
0.4,12.877,20.314,53.778,-0.001,0,28.61,-80.6,0,0,0,58.953,1013
0.41,13.553,20.852,53.878,-0.001,0,28.61,-80.6,0,0,0,58.951,1013
0.42,14.245,21.391,53.978,-0.001,0,28.61,-80.6,0,0,0,58.95,1013
0.43,14.954,21.932,54.079,-0.001,0,28.61,-80.6,0,0,0,58.946,1013
0.44,15.682,22.473,54.179,-0.001,0,28.61,-80.6,0,0,0,58.944,1013
0.455,16.811,23.287,54.328,-0.001,0,28.61,-80.6,0,0,0,58.941,1013
0.478,18.573,24.512,54.553,-0.002,0,28.61,-80.6,0,0.001,-0,58.933,1013
0.5,20.43,25.742,54.777,-0.003,0,28.61,-80.6,0,0.002,-0,58.928,1013
0.534,23.383,27.596,55.114,-0.007,0,28.61,-80.6,0,0.003,-0,58.917,1012
0.584,28.136,30.364,55.611,-0.016,-0,28.61,-80.6,0,0.005,-0,58.899,1012
0.6,29.777,31.269,55.772,-0.02,-0,28.61,-80.6,0,0.006,-0,58.894,1012
0.624,32.333,32.63,55.907,-0.026,-0,28.61,-80.6,0,0.007,-0,58.885,1012
0.661,36.371,34.678,56.109,-0.039,-0,28.61,-80.6,0,0.008,-0,58.87,1012
0.7,40.955,36.874,56.322,-0.052,-0,28.61,-80.6,0,0.01,-0,58.854,1012
0.75,47.234,39.702,56.813,-0.069,-0,28.61,-80.6,0,0.012,-0,58.831,1012
0.8,53.983,42.555,57.299,-0.085,-0,28.61,-80.6,0,0.014,-0,58.807,1011
0.85,61.198,45.429,57.671,-0.098,-0,28.61,-80.6,0,0.016,-0,58.782,1011
0.9,68.888,48.322,58.036,-0.105,-0,28.61,-80.6,0,0.018,-0,58.755,1011
0.95,77.054,51.222,57.954,-0.098,0,28.61,-80.6,0,0.019,-0,58.725,1010
1,85.692,54.117,57.861,-0.079,0,28.61,-80.6,0,0.02,-0,58.694,1010
1.05,94.806,57.016,58.087,-0.036,0,28.61,-80.6,0,-0.02,-0,58.662,1010
1.1,104.4,59.926,58.307,0.03,0,28.61,-80.6,0,-0.019,-0,58.627,1010
1.15,114.469,62.838,58.187,0.125,0,28.61,-80.6,0,-0.018,-0,58.591,1009
1.2,125.016,65.745,58.057,0.253,0,28.61,-80.6,0,-0.015,-0,58.554,1009
1.25,136.037,68.647,58.04,0.42,0,28.61,-80.6,0,-0.012,-0,58.514,1008
1.3,147.536,71.548,58.018,0.63,0,28.61,-80.6,0,-0.008,0,58.474,1008
1.35,159.511,74.443,57.785,0.886,0,28.61,-80.6,0,-0.004,0,58.431,1008
1.4,171.959,77.327,57.56,1.191,0,28.61,-80.6,0,0,0,58.386,1007
1.45,184.882,80.197,57.237,1.539,0,28.61,-80.6,0,0.004,0,58.341,1007
1.5,198.271,83.051,56.918,1.936,0,28.61,-80.6,0,0.008,0,58.293,1006
1.55,212.126,85.883,56.379,2.375,0,28.61,-80.6,0,0.01,0,58.244,1006
1.6,226.447,88.688,55.827,2.854,0,28.61,-80.6,0,0.012,0,58.192,1005
1.65,241.224,91.472,55.499,3.369,0,28.61,-80.6,0,0.013,0,58.14,1005
1.7,256.457,94.238,55.171,3.917,0,28.61,-80.6,0,-0.013,0,58.086,1004
1.75,272.139,96.988,54.827,4.488,0,28.61,-80.6,0,-0.011,0,58.03,1004
1.8,288.274,99.721,54.471,5.082,0,28.61,-80.6,0,-0.008,0,57.972,1003
1.85,304.856,102.43,53.877,5.696,0,28.61,-80.6,0,-0.004,0,57.913,1002
1.9,321.88,105.108,53.274,6.325,0,28.61,-80.6,0,0,0,57.852,1002
1.95,339.337,107.762,52.882,6.969,0,28.61,-80.6,0,0.005,0,57.79,1001
2,357.234,110.396,52.475,7.631,0.001,28.61,-80.6,0,0.008,0,57.726,1000
2.05,375.558,113.007,51.951,8.307,0.001,28.61,-80.6,0,0.011,0,57.661,999.8
2.1,394.308,115.591,51.413,9.009,0.001,28.61,-80.6,0,0.012,0,57.594,999.2
2.15,413.478,118.139,50.516,9.734,0.001,28.61,-80.6,0,-0.012,0,57.526,998.5
2.2,433.064,120.643,49.607,10.492,0.001,28.61,-80.6,0,-0.01,0,57.456,997.8
2.227,443.809,121.944,46.807,10.915,0.001,28.61,-80.6,0,-0.008,0,57.418,997.4
2.25,453.048,122.87,33.712,11.283,0.001,28.61,-80.6,0,-0.006,0,57.384,997.1
2.285,467.014,123.848,22.996,11.847,0.001,28.61,-80.6,0,-0.003,0,57.335,996.6
2.29,469.252,123.97,21.29,11.939,0.001,28.61,-80.6,0,-0.003,0,57.326,996.5
2.298,472.608,124.142,20.437,12.077,0.001,28.61,-80.6,0,-0.002,0,57.315,996.4
2.311,477.654,124.387,19.16,12.283,0.001,28.61,-80.6,0,-0.001,0,57.297,996.2
2.329,485.24,124.725,17.249,12.595,0.001,28.61,-80.6,0,0,0,57.27,995.9
2.357,496.654,125.165,14.383,13.071,0.001,28.61,-80.6,0,0.002,0,57.229,995.5
2.366,500.338,125.29,13.459,13.225,0.001,28.61,-80.6,0,0.003,0,57.216,995.4
2.379,505.873,125.45,10.276,13.458,0.001,28.61,-80.6,0,0.004,0,57.196,995.2
2.4,514.334,125.611,5.419,13.816,0.001,28.61,-80.6,0,0.005,0,57.166,994.9
2.431,527.041,125.672,-1.474,14.357,0.001,28.61,-80.6,0,0.006,0,57.121,994.4
2.44,530.827,125.649,-3.524,14.518,0.001,28.61,-80.6,0,0.006,0,57.106,994.3
2.454,536.499,125.588,-5.307,14.76,0.001,28.61,-80.6,0,0.007,0,57.087,994.1
2.474,545.007,125.451,-7.976,15.125,0.001,28.61,-80.6,0,0.007,0,57.056,993.8
2.5,555.525,125.205,-11.277,15.577,0.001,28.61,-80.6,0,-0.007,0,57.018,993.4
2.538,571.253,124.754,-12.202,16.253,0.001,28.61,-80.6,0,-0.007,0,56.962,992.8
2.588,591.667,124.114,-13.412,17.136,0.002,28.61,-80.6,0,-0.005,0,56.89,992.1
2.6,596.404,123.956,-13.694,17.339,0.002,28.61,-80.6,0,-0.005,0,56.872,991.9
2.617,603.494,123.718,-13.673,17.644,0.002,28.61,-80.6,0,-0.004,0,56.847,991.7
2.644,614.104,123.36,-13.644,18.1,0.002,28.61,-80.6,0,-0.002,0,56.809,991.3
2.683,629.964,122.825,-13.606,18.78,0.002,28.61,-80.6,0,0,0,56.754,990.7
2.733,650.059,122.146,-13.569,19.642,0.002,28.61,-80.6,0,0.003,0,56.682,990
2.783,670.039,121.468,-13.542,20.495,0.002,28.61,-80.6,0,0.005,0,56.611,989.3
2.833,689.908,120.791,-13.514,21.345,0.002,28.61,-80.6,0,-0.005,0,56.539,988.6
2.883,709.669,120.117,-13.481,22.195,0.002,28.61,-80.6,0,-0.004,0,56.469,987.9
2.933,729.318,119.443,-13.45,23.045,0.002,28.61,-80.6,0,-0.002,0,56.399,987.2
2.983,748.855,118.772,-13.398,23.894,0.003,28.61,-80.6,0,-0,0,56.329,986.5
3.033,768.284,118.103,-13.349,24.747,0.003,28.61,-80.6,0,0.001,0,56.26,985.8
3.083,787.605,117.437,-13.296,25.6,0.003,28.61,-80.6,0,0.002,0,56.192,985.1
3.133,806.814,116.774,-13.25,26.45,0.003,28.61,-80.6,0,0.002,0,56.124,984.4
3.183,825.915,116.112,-13.205,27.3,0.003,28.61,-80.6,0,-0.002,0,56.055,983.7
3.233,844.908,115.453,-13.165,28.15,0.003,28.61,-80.6,0,-0.002,0,55.987,983
3.283,863.796,114.796,-13.118,28.996,0.003,28.61,-80.6,0,-0.002,0,55.92,982.4
3.333,882.572,114.141,-13.073,29.839,0.003,28.61,-80.6,0,-0.001,-0,55.852,981.7
3.383,901.243,113.489,-13.029,30.676,0.003,28.61,-80.6,0,0,0,55.785,981
3.433,919.806,112.838,-12.989,31.512,0.003,28.61,-80.6,0,0.002,0,55.72,980.4
3.483,938.264,112.19,-12.953,32.346,0.003,28.61,-80.6,0,0.003,0,55.654,979.7
3.533,956.614,111.543,-12.917,33.173,0.003,28.61,-80.6,0,0.004,0,55.589,979.1
3.583,974.859,110.898,-12.885,33.996,0.003,28.61,-80.6,0,0.005,0,55.524,978.4
3.633,992.999,110.254,-12.855,34.816,0.003,28.61,-80.6,0,-0.005,0,55.459,977.8
3.683,1011.03,109.612,-12.825,35.64,0.003,28.61,-80.6,0,-0.004,0,55.395,977.1
3.733,1028.96,108.972,-12.798,36.46,0.003,28.61,-80.6,0,-0.004,0,55.33,976.5
3.783,1046.781,108.333,-12.764,37.28,0.007,28.61,-80.6,0,-0.002,0,55.267,975.8
3.833,1064.501,107.695,-12.732,38.1,0.007,28.61,-80.6,0,-0,0,55.204,975.2
3.883,1082.116,107.06,-12.687,38.924,0.007,28.61,-80.6,0,0.002,0,55.141,974.6
3.933,1099.626,106.426,-12.643,39.751,0.007,28.61,-80.6,0,0.003,0,55.078,973.9
3.983,1117.034,105.795,-12.6,40.574,0.007,28.61,-80.6,0,0.003,0,55.017,973.3
4.033,1134.337,105.166,-12.558,41.398,0.007,28.61,-80.6,0,-0.003,0,54.955,972.7
4.083,1151.535,104.54,-12.518,42.218,0.007,28.61,-80.6,0,-0.003,0,54.894,972.1
4.133,1168.635,103.915,-12.479,43.035,0.007,28.61,-80.6,0,-0.001,0,54.833,971.5
4.183,1185.63,103.292,-12.446,43.848,0.007,28.61,-80.6,0,-0,0,54.772,970.9
4.233,1202.523,102.67,-12.411,44.659,0.007,28.61,-80.6,0,0.001,0,54.712,970.3
4.283,1219.314,102.05,-12.38,45.469,0.007,28.61,-80.6,0,0.002,0,54.651,969.7
4.333,1236.004,101.432,-12.351,46.273,0.007,28.61,-80.6,0,0.003,-0,54.592,969.1
4.383,1252.592,100.815,-12.322,47.073,0.007,28.61,-80.6,0,0.003,-0,54.532,968.5
4.433,1269.078,100.2,-12.295,47.874,0.007,28.61,-80.6,0,-0.003,-0,54.475,967.9
4.483,1285.466,99.586,-12.266,48.671,0.007,28.61,-80.6,0,-0.003,-0,54.415,967.3
4.533,1301.752,98.973,-12.233,49.469,0.007,28.61,-80.6,0,-0.003,0,54.358,966.7
4.583,1317.936,98.362,-12.2,50.266,0.007,28.61,-80.6,0,-0.003,0,54.3,966.1
4.633,1334.022,97.753,-12.172,51.06,0.01,28.61,-80.6,0,-0.003,0,54.243,965.6
4.683,1350.01,97.145,-12.14,51.854,0.01,28.61,-80.6,0,-0.003,0,54.185,965
4.733,1365.896,96.539,-12.103,52.644,0.01,28.61,-80.6,0,0.003,0,54.129,964.4
4.783,1381.683,95.935,-12.073,53.435,0.01,28.61,-80.6,0,0.003,0,54.073,963.9
4.833,1397.369,95.332,-12.05,54.222,0.01,28.61,-80.6,0,-0.003,0,54.018,963.3
4.883,1412.959,94.73,-12.024,55.01,0.01,28.61,-80.6,0,-0.003,0,53.962,962.7
4.933,1428.448,94.129,-11.999,55.797,0.01,28.61,-80.6,0,-0.002,0,53.906,962.2
4.983,1443.842,93.53,-11.972,56.581,0.01,28.61,-80.6,0,-0.002,0,53.85,961.6
5.033,1459.134,92.932,-11.94,57.369,0.01,28.61,-80.6,0,-0.001,0,53.796,961.1
5.083,1474.331,92.336,-11.905,58.153,0.01,28.61,-80.6,0,-0.001,0,53.742,960.5
5.133,1489.429,91.742,-11.876,58.937,0.01,28.61,-80.6,0,-0.001,-0,53.688,960
5.183,1504.429,91.149,-11.843,59.718,0.01,28.61,-80.6,0,0.001,-0,53.634,959.5
5.233,1519.334,90.557,-11.816,60.499,0.01,28.61,-80.6,0,0.001,-0,53.582,958.9
5.283,1534.14,89.967,-11.79,61.28,0.01,28.61,-80.6,0,0.001,-0,53.53,958.4
5.333,1548.852,89.378,-11.765,62.054,0.013,28.61,-80.6,0,0.002,-0,53.476,957.9
5.383,1563.465,88.79,-11.746,62.831,0.013,28.61,-80.6,0,-0.001,-0,53.424,957.4
5.433,1577.982,88.204,-11.718,63.606,0.013,28.61,-80.6,0,-0.001,0,53.373,956.8
5.483,1592.402,87.619,-11.689,64.38,0.013,28.61,-80.6,0,-0.001,0,53.321,956.3
5.533,1606.729,87.035,-11.665,65.154,0.013,28.61,-80.6,0,-0,0,53.271,955.8
5.583,1620.958,86.452,-11.638,65.925,0.013,28.61,-80.6,0,-0,0,53.22,955.3
5.633,1635.092,85.871,-11.614,66.696,0.013,28.61,-80.6,0,-0,0,53.17,954.8
5.683,1649.131,85.291,-11.586,67.467,0.013,28.61,-80.6,0,0,0,53.119,954.3
5.733,1663.074,84.712,-11.556,68.238,0.013,28.61,-80.6,0,-0,-0,53.069,953.8
5.783,1676.923,84.135,-11.527,69.006,0.013,28.61,-80.6,0,0,-0,53.02,953.4
5.833,1690.679,83.56,-11.499,69.77,0.013,28.61,-80.6,0,0.001,-0,52.97,952.9
5.883,1704.337,82.985,-11.472,70.535,0.013,28.61,-80.6,0,0.001,-0,52.921,952.4
5.933,1717.904,82.412,-11.447,71.296,0.016,28.61,-80.6,0,0.002,-0,52.873,952
5.983,1731.375,81.841,-11.428,72.054,0.016,28.61,-80.6,0,0.003,-0,52.826,951.5
6.033,1744.754,81.27,-11.411,72.808,0.016,28.61,-80.6,0,0.004,-0,52.777,951.1
6.083,1758.038,80.7,-11.389,73.563,0.016,28.61,-80.6,0,0.004,0,52.731,950.6
6.133,1771.23,80.131,-11.366,74.314,0.016,28.61,-80.6,0,0.004,0,52.684,950.2
6.183,1784.331,79.563,-11.342,75.066,0.016,28.61,-80.6,0,0.004,0,52.637,949.7
6.233,1797.336,78.996,-11.321,75.817,0.016,28.61,-80.6,0,0.004,0,52.59,949.3
6.283,1810.246,78.431,-11.307,76.565,0.016,28.61,-80.6,0,-0.004,0,52.545,948.8
6.333,1823.068,77.866,-11.289,77.313,0.016,28.61,-80.6,0,-0.004,0,52.498,948.4
6.383,1835.794,77.302,-11.27,78.061,0.016,28.61,-80.6,0,-0.003,0,52.453,948
6.433,1848.428,76.739,-11.255,78.806,0.016,28.61,-80.6,0,-0.003,0,52.408,947.5
6.483,1860.971,76.176,-11.235,79.554,0.02,28.61,-80.6,0,-0.001,0,52.363,947.1
6.533,1873.419,75.615,-11.209,80.302,0.02,28.61,-80.6,0,-0,0,52.318,946.7
6.583,1885.778,75.056,-11.18,81.053,0.02,28.61,-80.6,0,0,0,52.275,946.3
6.633,1898.045,74.497,-11.158,81.801,0.02,28.61,-80.6,0,0,0,52.232,945.8
6.683,1910.22,73.94,-11.136,82.549,0.02,28.61,-80.6,0,0.001,0,52.187,945.4
6.733,1922.303,73.384,-11.112,83.297,0.02,28.61,-80.6,0,0.001,0,52.146,945
6.783,1934.295,72.829,-11.093,84.042,0.02,28.61,-80.6,0,0.001,0,52.102,944.6
6.833,1946.198,72.274,-11.068,84.79,0.02,28.61,-80.6,0,-0.001,0,52.059,944.2
6.883,1958.009,71.722,-11.04,85.535,0.02,28.61,-80.6,0,-0.001,-0,52.018,943.8
6.933,1969.728,71.17,-11.017,86.276,0.02,28.61,-80.6,0,-0,-0,51.976,943.4
6.983,1981.358,70.62,-10.992,87.018,0.02,28.61,-80.6,0,0,-0,51.935,943
7.033,1992.897,70.071,-10.97,87.753,0.023,28.61,-80.6,0,0.002,-0,51.894,942.6
7.083,2004.347,69.523,-10.953,88.488,0.023,28.61,-80.6,0,0.003,0,51.852,942.2
7.133,2015.709,68.976,-10.934,89.219,0.023,28.61,-80.6,0,0.004,0,51.811,941.8
7.183,2026.978,68.43,-10.916,89.948,0.023,28.61,-80.6,0,0.005,0,51.771,941.4
7.233,2038.156,67.884,-10.901,90.676,0.023,28.61,-80.6,0,0.006,0,51.732,941.1
7.283,2049.249,67.339,-10.888,91.398,0.023,28.61,-80.6,0,0.007,0,51.692,940.7
7.333,2060.249,66.795,-10.879,92.119,0.023,28.61,-80.6,0,0.007,0,51.652,940.3
7.383,2071.165,66.252,-10.868,92.841,0.023,28.61,-80.6,0,-0.007,0,51.615,939.9
7.433,2081.988,65.709,-10.854,93.56,0.023,28.61,-80.6,0,-0.007,0,51.575,939.6
7.483,2092.72,65.166,-10.843,94.278,0.026,28.61,-80.6,0,-0.006,0,51.537,939.2
7.533,2103.366,64.624,-10.829,95,0.026,28.61,-80.6,0,-0.005,0,51.499,938.8
7.583,2113.924,64.083,-10.819,95.719,0.026,28.61,-80.6,0,-0.004,0,51.462,938.5
7.633,2124.393,63.543,-10.805,96.44,0.026,28.61,-80.6,0,-0.003,0,51.424,938.1
7.683,2134.77,63.003,-10.787,97.162,0.026,28.61,-80.6,0,-0.002,0,51.388,937.8
7.733,2145.062,62.464,-10.762,97.884,0.026,28.61,-80.6,0,-0.001,0,51.35,937.4
7.783,2155.266,61.926,-10.745,98.609,0.026,28.61,-80.6,0,-0,0,51.314,937.1
7.833,2165.381,61.389,-10.733,99.331,0.026,28.61,-80.6,0,0,0,51.278,936.7
7.883,2175.407,60.853,-10.715,100.056,0.026,28.61,-80.6,0,0.001,0,51.242,936.4
7.933,2185.344,60.318,-10.694,100.781,0.03,28.61,-80.6,0,0.002,0,51.206,936.1
7.983,2195.194,59.784,-10.673,101.506,0.03,28.61,-80.6,0,0.003,0,51.172,935.7
8.033,2204.957,59.251,-10.649,102.231,0.03,28.61,-80.6,0,0.003,0,51.138,935.4
8.083,2214.636,58.719,-10.625,102.956,0.03,28.61,-80.6,0,-0.003,-0,51.102,935.1
8.133,2224.222,58.188,-10.599,103.681,0.03,28.61,-80.6,0,-0.002,-0,51.067,934.7
8.183,2233.724,57.659,-10.579,104.4,0.03,28.61,-80.6,0,-0.001,-0,51.035,934.4
8.233,2243.14,57.13,-10.559,105.118,0.03,28.61,-80.6,0,0,-0,51.001,934.1
8.283,2252.467,56.603,-10.542,105.833,0.03,28.61,-80.6,0,0.001,-0,50.967,933.8
8.333,2261.709,56.076,-10.529,106.545,0.03,28.61,-80.6,0,0.003,-0,50.934,933.5
8.383,2270.866,55.55,-10.518,107.254,0.033,28.61,-80.6,0,0.004,-0,50.902,933.1
8.433,2279.934,55.024,-10.507,107.959,0.033,28.61,-80.6,0,0.005,-0,50.869,932.8
8.483,2288.917,54.499,-10.494,108.665,0.033,28.61,-80.6,0,0.006,-0,50.837,932.5
8.533,2297.815,53.975,-10.484,109.364,0.033,28.61,-80.6,0,0.007,-0,50.806,932.2
8.583,2306.627,53.451,-10.47,110.062,0.033,28.61,-80.6,0,0.008,-0,50.774,931.9
8.633,2315.351,52.928,-10.463,110.761,0.033,28.61,-80.6,0,0.008,-0,50.743,931.6
8.683,2323.993,52.405,-10.459,111.457,0.033,28.61,-80.6,0,0.009,-0,50.713,931.3
8.733,2332.546,51.882,-10.455,112.149,0.033,28.61,-80.6,0,-0.008,0,50.682,931
8.783,2341.014,51.359,-10.447,112.844,0.036,28.61,-80.6,0,-0.008,0,50.652,930.8
8.833,2349.396,50.837,-10.432,113.537,0.036,28.61,-80.6,0,-0.008,0,50.621,930.5
8.883,2357.694,50.316,-10.42,114.232,0.036,28.61,-80.6,0,-0.007,0,50.592,930.2
8.933,2365.902,49.795,-10.412,114.925,0.036,28.61,-80.6,0,-0.007,0,50.563,929.9
8.983,2374.029,49.275,-10.404,115.62,0.036,28.61,-80.6,0,-0.006,0,50.535,929.6
9.033,2382.07,48.755,-10.394,116.316,0.036,28.61,-80.6,0,-0.005,0,50.506,929.4
9.083,2390.026,48.235,-10.384,117.011,0.036,28.61,-80.6,0,-0.005,0,50.477,929.1
9.133,2397.894,47.716,-10.373,117.707,0.036,28.61,-80.6,0,-0.004,0,50.448,928.8
9.183,2405.679,47.198,-10.357,118.402,0.039,28.61,-80.6,0,-0.003,0,50.421,928.5
9.233,2413.379,46.681,-10.336,119.098,0.039,28.61,-80.6,0,-0.003,0,50.394,928.3
9.283,2420.994,46.164,-10.322,119.797,0.039,28.61,-80.6,0,-0.002,0,50.367,928
9.333,2428.527,45.648,-10.314,120.495,0.039,28.61,-80.6,0,-0.002,0,50.34,927.8
9.383,2435.971,45.133,-10.303,121.191,0.039,28.61,-80.6,0,-0.001,0,50.313,927.5
9.433,2443.333,44.618,-10.287,121.89,0.039,28.61,-80.6,0,-0.001,0,50.286,927.3
9.483,2450.61,44.104,-10.269,122.585,0.039,28.61,-80.6,0,-0.001,0,50.261,927
9.533,2457.805,43.591,-10.258,123.284,0.039,28.61,-80.6,0,-0.001,0,50.236,926.8
9.583,2464.911,43.079,-10.243,123.98,0.043,28.61,-80.6,0,0.001,-0,50.211,926.5
9.633,2471.936,42.567,-10.233,124.675,0.043,28.61,-80.6,0,0.001,-0,50.185,926.3
9.683,2478.878,42.055,-10.218,125.371,0.043,28.61,-80.6,0,0.001,-0,50.16,926.1
9.733,2485.735,41.545,-10.204,126.063,0.043,28.61,-80.6,0,0.001,-0,50.135,925.8
9.783,2492.507,41.035,-10.193,126.755,0.043,28.61,-80.6,0,0.002,-0,50.112,925.6
9.833,2499.196,40.526,-10.181,127.448,0.043,28.61,-80.6,0,0.002,-0,50.088,925.4
9.883,2505.804,40.017,-10.168,128.136,0.043,28.61,-80.6,0,0.003,-0,50.065,925.1
9.933,2512.326,39.509,-10.162,128.825,0.046,28.61,-80.6,0,0.003,-0,50.041,924.9
9.983,2518.766,39.001,-10.155,129.514,0.046,28.61,-80.6,0,0.003,-0,50.018,924.7
10.033,2525.121,38.493,-10.144,130.2,0.046,28.61,-80.6,0,0.004,-0,49.995,924.5
10.083,2531.394,37.986,-10.133,130.886,0.046,28.61,-80.6,0,0.004,-0,49.973,924.3
10.133,2537.585,37.48,-10.128,131.572,0.046,28.61,-80.6,0,0.004,-0,49.951,924.1
10.183,2543.691,36.974,-10.121,132.254,0.046,28.61,-80.6,0,0.005,-0,49.928,923.8
10.233,2549.715,36.468,-10.114,132.936,0.046,28.61,-80.6,0,0.005,-0,49.908,923.6
