State - Time (s),State - Flight Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Apogee Est (m),State - Time to Apogee (s),State - Off-Vert Angle (deg),State - Time in Stage (s),MS5611 - Pres (hPa),MS5611 - Temp (C),MS5611 - Alt ASL (m),MAX-M10S - Lat (deg),MAX-M10S - Lon (deg),MAX-M10S - Alt (m),MAX-M10S - vN (m/s),MAX-M10S - vE (m/s),MAX-M10S - vD (m/s),MAX-M10S - Fix Quality,MAX-M10S - Time of Day,BMI088 - Acc X (m/s^2),BMI088 - Acc Y (m/s^2),BMI088 - Acc Z (m/s^2),BMI088 - Gyro X (rad/s),BMI088 - Gyro Y (rad/s),BMI088 - Gyro Z (rad/s),MotorDriver - Motor Position,MotorDriver - Motor Angle,MotorDriver - Motor Velocity,MotorDriver - Battery Voltage,Bat Voltage - Voltage (V)
0.000,0,39.083,-75.883,0.831,0.024,-0.110,0.096,0.197,0.023,0.092,0.000,0.000,179.283,1997.871,1014.260,32.100,-8.401,39.0824117,-75.8755236,-18.021,0.042,0.027,0.006,30,13:23:53,-9.898,0.115,0.338,0.045,-0.100,-0.013,0.001,0.0,0.072,21.695,3.960
0.271,0,39.085,-75.881,0.830,0.045,-0.071,0.101,-0.006,0.124,0.052,0.000,0.000,179.659,1998.141,1014.270,32.100,-8.484,39.0824118,-75.8755236,-18.038,-0.042,0.047,0.063,31,13:23:53,-9.855,0.294,0.280,0.132,-0.053,-0.081,0.001,0.0,0.024,21.683,3.943
0.541,0,39.086,-75.879,0.891,0.053,-0.041,0.146,-0.054,0.213,0.029,0.000,0.000,179.571,1998.413,1014.270,32.100,-8.484,39.0824119,-75.8755235,-18.074,0.023,-0.003,0.046,31,13:23:54,-9.826,0.381,0.388,-0.009,-0.026,-0.002,0.001,0.0,0.023,21.692,3.949
0.813,0,39.086,-75.877,0.770,0.055,-0.018,0.040,-0.066,0.090,0.123,0.000,0.000,179.692,1998.684,1014.270,32.100,-8.484,39.0824121,-75.8755235,-18.083,0.027,0.005,-0.012,31,13:23:54,-9.927,0.316,0.201,0.066,0.011,0.028,0.001,0.0,0.005,21.692,3.960
1.088,0,39.087,-75.876,0.806,0.069,0.006,0.078,0.067,0.083,0.128,0.000,0.000,179.669,1998.958,1014.260,32.090,-8.401,39.0824124,-75.8755235,-18.117,0.050,-0.016,0.061,31,13:23:54,-9.934,0.180,0.230,-0.009,-0.034,0.017,0.001,0.0,-0.011,21.715,3.937
1.356,0,39.086,-75.875,0.851,0.058,0.010,0.121,0.020,-0.027,0.106,0.000,0.000,179.819,1999.227,1014.280,32.100,-8.567,39.0824126,-75.8755236,-18.129,-0.110,-0.011,-0.065,31,13:23:54,-9.912,0.165,0.194,-0.100,-0.026,0.107,0.001,0.0,-0.010,21.697,3.960
1.630,0,39.086,-75.875,0.966,0.043,0.004,0.210,-0.062,-0.011,0.049,0.000,0.000,179.277,1999.501,1014.230,32.100,-8.151,39.0824128,-75.8755237,-18.149,-0.007,-0.018,-0.044,31,13:23:55,-9.855,0.165,0.244,0.013,-0.053,-0.070,0.001,0.0,0.001,21.686,3.960
1.906,0,39.083,-75.875,0.819,0.006,0.003,0.067,-0.058,-0.045,0.068,0.000,0.000,179.218,1999.776,1014.280,32.100,-8.567,39.0824130,-75.8755238,-18.164,-0.009,-0.028,-0.055,31,13:23:55,-9.876,0.108,0.172,-0.002,-0.011,0.009,0.001,0.0,0.032,21.690,3.954
2.174,0,39.081,-75.875,0.924,-0.029,0.013,0.168,-0.260,0.069,0.115,0.000,0.000,179.090,2000.045,1014.260,32.110,-8.401,39.0824132,-75.8755238,-18.182,-0.020,0.007,0.072,31,13:23:55,-9.920,0.330,0.251,0.058,0.028,0.117,0.001,0.0,-0.019,21.697,3.949
2.447,0,39.080,-75.874,0.804,-0.046,0.016,0.044,-0.052,-0.025,0.050,0.000,0.000,179.705,2000.318,1014.280,32.100,-8.567,39.0824134,-75.8755238,-18.203,0.020,0.008,0.015,31,13:23:55,-9.855,0.251,0.187,-0.058,0.038,0.064,0.001,0.0,0.009,21.702,3.949
2.721,0,39.081,-75.875,0.966,-0.019,0.000,0.183,0.052,-0.022,0.143,0.000,0.000,179.492,2000.593,1014.250,32.100,-8.317,39.0824136,-75.8755239,-18.215,-0.140,0.063,0.031,30,13:23:56,-9.948,0.172,0.259,0.036,-0.017,-0.026,0.001,0.0,-0.003,21.690,3.954
2.996,0,39.082,-75.877,0.816,-0.011,-0.029,0.049,0.031,-0.238,0.087,0.000,0.000,179.260,2000.867,1014.290,32.100,-8.650,39.0824138,-75.8755240,-18.246,0.041,-0.023,-0.079,30,13:23:56,-9.898,0.158,0.072,0.064,0.038,0.081,0.001,0.0,-0.018,21.695,3.960
3.266,0,39.082,-75.878,0.866,0.001,-0.041,0.096,0.000,-0.014,0.073,0.000,0.000,179.256,2001.137,1014.260,32.110,-8.401,39.0824140,-75.8755241,-18.268,-0.058,0.039,-0.027,30,13:23:56,-9.876,0.208,0.294,-0.006,-0.049,-0.096,0.001,0.0,-0.019,21.695,3.954
3.541,0,39.083,-75.879,0.876,0.010,-0.056,0.099,-0.026,-0.065,0.008,0.000,0.000,179.091,2001.413,1014.260,32.100,-8.401,39.0824143,-75.8755241,-18.293,0.037,-0.012,-0.044,30,13:23:57,-9.812,0.273,0.244,0.028,0.036,-0.011,0.001,0.0,-0.010,21.692,3.949
3.819,0,39.084,-75.879,0.803,0.033,-0.053,0.050,0.248,-0.010,0.142,0.000,0.000,178.723,2001.690,1014.280,32.100,-8.567,39.0824144,-75.8755244,-18.292,0.034,0.006,-0.003,30,13:23:57,-9.948,0.165,0.323,0.079,0.021,0.051,0.001,0.0,0.037,21.699,3.949
4.095,0,39.087,-75.878,0.955,0.078,-0.044,0.198,0.194,-0.154,0.137,0.000,0.000,179.337,2001.966,1014.260,32.090,-8.401,39.0824147,-75.8755245,-18.302,-0.003,-0.010,0.003,30,13:23:57,-9.948,0.057,0.158,0.017,0.030,-0.060,0.001,0.0,-0.014,21.708,3.937
4.366,0,39.086,-75.881,0.888,0.056,-0.120,0.119,-0.275,-1.011,0.019,0.000,0.000,178.787,2002.236,1014.270,32.100,-8.484,39.0824148,-75.8755246,-18.326,0.001,-0.022,-0.022,30,13:23:57,-9.855,0.273,-0.711,0.019,-0.002,0.109,0.001,0.0,0.021,21.679,3.949
4.624,1,39.134,-76.381,3.700,0.673,-7.993,14.286,9.487,-19.232,47.336,-5.490,0.000,164.909,0.082,1013.910,32.040,-5.490,39.0824156,-75.8755247,-18.366,0.967,-0.156,0.545,29,13:23:58,-60.257,-9.726,-0.036,-0.509,-0.132,-0.136,0.001,0.0,0.044,21.702,3.954
4.895,1,39.133,-76.531,8.544,0.912,-11.099,28.879,1.176,-15.746,62.049,-0.499,0.000,167.000,0.353,1013.310,32.070,-0.499,39.0824187,-75.8755227,-18.919,2.062,1.023,1.588,27,13:23:58,-73.531,0.625,2.428,0.009,-0.026,0.015,0.001,0.0,0.013,21.679,3.949
5.169,1,39.155,-76.686,18.134,1.319,-12.986,44.445,6.285,-17.180,60.374,8.990,0.000,167.213,0.627,1012.170,32.080,8.990,39.0824260,-75.8755064,-21.996,1.768,6.716,17.040,26,13:23:58,-72.511,-1.551,0.424,-0.053,0.185,0.352,0.001,0.0,-0.003,21.711,3.954
5.439,1,39.238,-76.728,31.454,3.139,-13.861,59.811,12.771,-14.554,60.610,22.324,0.000,167.741,0.896,1010.570,32.100,22.324,39.0824343,-75.8754849,-23.015,4.115,11.101,1.155,23,13:23:58,-72.992,-2.428,-0.251,-0.401,0.356,0.190,0.001,0.0,0.003,21.681,3.954
5.711,1,39.403,-76.715,49.665,5.754,-13.075,75.520,11.307,-5.078,59.210,40.100,0.000,167.702,1.169,1008.440,32.100,40.100,39.0824346,-75.8754437,-22.269,2.348,18.716,-3.443,20,13:23:59,-69.710,-0.237,7.614,-0.790,-0.089,-0.077,0.001,0.0,0.009,21.683,3.943
5.981,1,39.494,-76.701,71.660,6.745,-13.279,89.930,8.985,-16.898,53.601,62.092,0.000,166.946,1.439,1005.810,32.100,62.092,39.0824666,-75.8754026,-25.587,4.825,14.389,8.307,18,13:23:59,-66.161,0.639,-3.089,-0.908,-0.098,0.094,0.001,0.0,-0.008,21.690,3.949
6.258,1,39.548,-76.759,98.070,7.393,-13.760,103.889,9.448,-13.836,51.460,88.744,0.000,166.032,1.716,1002.630,32.090,88.744,39.0824941,-75.8753652,-29.793,12.357,11.287,9.139,12,13:23:59,-63.518,0.402,-0.266,-0.969,-0.115,0.087,0.001,0.0,-0.041,21.674,3.949
6.524,1,39.553,-76.679,128.024,7.520,-12.620,113.113,3.377,-4.182,1.820,119.505,0.000,165.515,1.986,998.970,32.100,119.505,39.0825471,-75.8753493,-34.903,16.371,3.095,2.787,12,13:24:00,-12.627,0.122,-2.162,-1.351,-0.179,-0.113,0.001,0.0,-0.030,21.702,3.943
6.789,2,19.987,-38.675,159.414,-12.049,25.136,111.682,-0.267,0.255,-11.968,150.357,0.000,164.622,0.062,995.310,32.050,150.357,39.0825766,-75.8753422,-35.461,16.371,3.095,2.787,0,13:24:00,2.176,0.172,-0.165,-1.127,-0.043,0.109,0.006,0.0,-0.004,21.770,3.954
7.056,2,-0.897,1.852,192.350,-26.796,53.816,111.330,1.402,1.001,-12.660,183.926,0.000,164.877,0.329,991.340,32.050,183.926,39.0826061,-75.8753350,-36.018,16.371,3.095,2.787,0,13:24:00,2.737,-0.524,-1.824,-1.238,0.136,0.043,0.460,1.4,-5.953,21.766,3.949
7.327,2,17.922,-34.723,247.400,-5.021,10.618,129.081,1.551,-1.983,-13.099,242.189,0.000,165.405,0.600,984.480,32.040,242.189,39.0826875,-75.8754048,13.291,25.068,-9.245,-89.022,11,13:24:00,2.593,3.024,-1.135,-1.225,-0.058,0.040,2.673,8.2,-8.773,21.823,3.949
7.603,2,39.118,-75.869,319.078,13.269,-24.572,156.273,-0.507,0.078,-12.513,315.182,0.000,165.829,0.876,975.940,32.020,315.182,39.0827599,-75.8754718,61.853,17.348,-8.381,-111.344,9,13:24:01,2.722,0.259,0.302,-1.197,-0.030,0.087,5.215,16.0,-9.491,21.830,3.954
7.879,2,39.790,-77.208,415.076,10.518,-19.819,198.076,0.944,2.651,-11.719,413.951,0.000,166.190,1.152,964.480,32.010,413.951,39.0827577,-75.8754922,100.013,10.768,-5.572,-101.979,8,13:24:01,2.133,-0.251,-2.636,-1.257,0.181,0.064,7.832,24.1,-9.550,21.814,3.949
8.152,2,39.642,-76.881,524.285,8.200,-14.603,241.397,-1.657,5.623,-11.213,517.609,0.000,166.421,1.424,952.570,32.010,517.609,39.0827592,-75.8755096,125.041,10.456,-5.675,-98.541,9,13:24:01,2.464,-2.679,-4.805,-1.099,0.230,0.113,10.395,32.0,-9.417,21.795,3.954
8.427,2,39.524,-76.631,578.677,6.498,-10.925,227.625,3.669,-5.696,-15.332,566.009,0.000,167.500,1.700,947.050,32.010,566.009,39.0827675,-75.8755353,160.387,9.957,-4.606,-95.835,9,13:24:01,4.159,4.001,6.565,-0.918,0.043,-0.019,13.006,40.0,-9.563,21.818,3.954
8.696,2,39.387,-76.447,599.576,4.278,-8.620,189.809,-5.095,0.899,-13.793,584.834,0.000,165.752,1.972,944.910,32.010,584.834,39.0827889,-75.8755521,190.577,9.846,-4.257,-94.310,0,13:24:02,4.726,-4.245,-1.508,-0.995,0.296,-0.104,15.563,47.9,-9.559,21.791,3.954
8.967,2,-0.265,0.517,618.127,-28.632,55.499,158.733,-5.952,5.356,-11.613,605.634,0.000,165.292,2.240,942.550,31.950,605.634,39.0828066,-75.8755619,209.439,9.846,-4.257,-94.310,0,13:24:02,3.599,-1.616,-7.197,-1.102,0.111,-0.064,18.170,55.9,-9.709,21.784,3.949
9.238,2,35.301,-68.583,622.837,7.132,-14.427,122.569,11.007,-12.944,-30.355,609.429,0.000,165.883,2.510,942.120,31.900,609.429,39.0828138,-75.8755749,236.077,9.609,-3.623,-82.122,11,13:24:02,16.047,-5.926,20.450,-1.334,0.430,-0.192,19.485,60.0,-0.371,21.850,3.949
9.516,2,39.523,-76.758,623.785,8.391,-17.565,90.706,-1.140,-7.161,-19.759,611.547,0.000,169.402,2.789,941.880,31.860,611.547,39.0828453,-75.8755978,263.606,9.604,-5.233,-77.998,12,13:24:03,8.663,-8.505,2.047,-1.161,-0.558,-0.030,19.503,60.0,-0.062,21.873,3.949
9.792,2,39.468,-76.786,626.498,5.461,-13.133,69.012,1.151,6.114,-13.058,615.079,0.000,166.609,3.065,941.480,31.840,615.079,39.0828686,-75.8756240,290.062,9.049,-5.681,-75.449,13,13:24:03,4.173,5.366,1.745,-1.221,-0.196,0.087,19.507,60.0,-0.000,21.866,3.960
10.069,2,39.394,-76.613,631.116,4.733,-10.345,53.270,11.481,0.906,-15.600,619.142,0.000,166.114,3.342,941.020,31.830,619.142,39.0828886,-75.8756509,314.580,9.028,-5.685,-72.166,13,13:24:03,3.785,-4.173,11.593,-1.210,0.175,-0.009,19.509,60.0,-0.043,21.866,3.954
10.341,2,39.318,-76.423,634.132,3.561,-8.053,40.186,0.443,3.476,-10.516,622.058,0.000,166.891,3.614,940.690,31.840,622.058,39.0829005,-75.8756706,330.043,8.650,-5.360,-69.156,12,13:24:03,1.142,2.270,2.514,-1.029,0.079,-0.085,19.510,60.0,-0.003,21.880,3.943
10.593,2,39.278,-76.298,640.014,2.849,-5.787,33.678,1.553,-0.183,-11.382,629.748,0.000,166.431,3.865,939.820,31.830,629.748,39.0829304,-75.8757128,362.171,8.278,-5.308,-64.724,14,13:24:04,1.171,-1.688,0.833,-0.976,0.305,0.011,19.510,60.0,0.025,21.873,3.949
10.869,2,39.207,-76.192,644.173,1.564,-4.650,26.310,0.047,-7.371,-15.898,635.144,0.000,165.834,4.142,939.210,31.820,635.144,39.0829556,-75.8757521,390.399,7.956,-4.904,-60.171,16,13:24:04,4.942,-4.374,-6.917,-0.903,0.036,-0.072,19.510,60.0,0.012,21.882,3.949
11.142,2,39.147,-76.108,646.644,0.779,-3.471,19.664,-0.467,-3.379,-11.288,635.410,0.000,165.857,4.414,939.180,31.820,635.410,39.0829691,-75.8757771,410.139,8.106,-4.913,-57.340,14,13:24:04,1.200,-0.445,-3.491,-0.850,0.136,0.017,19.510,60.0,-0.042,21.887,3.954
11.395,2,39.123,-76.036,650.076,0.466,-1.841,15.680,-1.710,8.955,-9.054,639.392,0.000,164.625,4.667,938.730,31.800,639.392,39.0829857,-75.8758093,439.140,8.090,-5.604,-52.837,18,13:24:04,0.747,1.106,9.050,-0.835,0.205,-0.173,19.509,60.0,-0.017,21.884,3.954
11.670,2,39.100,-75.945,653.445,0.301,-0.948,12.239,3.218,-0.569,-10.489,644.705,0.000,165.304,4.943,938.130,31.770,644.705,39.0830036,-75.8758359,465.283,7.960,-4.440,-48.684,17,13:24:05,-0.251,-2.952,-1.537,-0.833,0.484,-0.011,19.509,60.0,-0.002,21.875,3.960
11.943,2,39.075,-75.889,658.769,-0.258,-0.004,11.452,0.516,0.753,-11.846,649.665,0.000,165.166,5.215,937.570,31.760,649.665,39.0830148,-75.8758508,480.368,7.932,-4.174,-46.292,18,13:24:05,1.868,-1.221,0.007,-0.816,-0.072,0.023,19.509,60.0,-0.027,21.891,3.960
12.196,2,39.065,-75.883,662.480,-0.234,-0.122,9.462,-0.053,1.196,-10.862,652.767,0.000,163.380,5.468,937.220,31.740,652.767,39.0830298,-75.8758714,501.467,7.704,-3.799,-42.674,20,13:24:05,1.099,-0.955,0.646,-0.814,-0.226,0.011,19.509,60.0,0.011,21.880,3.954
12.467,2,39.072,-75.890,666.668,-0.169,-0.265,8.182,1.367,-0.971,-11.609,657.200,0.000,162.390,5.739,936.720,31.740,657.200,39.0830445,-75.8758876,512.827,7.758,-3.881,-40.209,22,13:24:05,1.200,-0.237,-2.133,-0.822,-0.055,-0.051,19.509,60.0,0.040,21.871,3.949
12.719,2,39.071,-75.892,669.863,-0.172,-0.232,6.739,-1.716,0.340,-10.022,661.279,0.000,160.778,5.991,936.260,31.720,661.279,39.0830623,-75.8759089,528.760,7.617,-3.836,-37.196,22,13:24:06,0.812,0.388,1.516,-0.709,-0.134,0.126,19.508,60.0,-0.027,21.887,3.954
12.994,2,39.070,-75.894,672.760,-0.189,-0.291,5.068,-0.115,-0.251,-10.795,664.030,0.000,160.132,6.267,935.950,31.720,664.030,39.0830784,-75.8759285,544.761,7.510,-3.721,-34.063,21,13:24:06,0.955,0.194,-0.309,-0.443,-0.053,0.205,19.508,60.0,-0.001,21.905,3.954
13.270,2,39.063,-75.893,676.741,-0.358,-0.250,4.701,-0.104,0.533,-10.295,667.491,0.000,158.996,6.542,935.560,31.700,667.491,39.0830925,-75.8759426,559.688,7.441,-3.535,-30.922,23,13:24:06,0.481,-0.546,-0.022,-0.494,-0.175,0.124,19.506,60.0,0.023,21.903,3.943
13.543,2,39.061,-75.890,681.600,-0.346,-0.228,5.177,-1.222,-0.704,-9.979,673.084,0.000,157.244,6.815,934.930,31.680,673.084,39.0830989,-75.8759510,569.961,7.300,-3.415,-28.866,22,13:24:07,0.682,0.661,1.056,-0.409,0.015,0.107,19.504,60.0,0.009,21.909,3.954
13.795,2,39.055,-75.891,684.965,-0.473,-0.233,4.700,-1.717,-0.575,-9.353,675.838,0.000,155.576,7.067,934.620,31.640,675.838,39.0831076,-75.8759646,582.653,7.259,-3.388,-25.849,21,13:24:07,0.366,0.323,1.803,-0.450,-0.019,0.128,19.503,60.0,-0.005,21.898,3.954
14.068,3,39.051,-75.890,685.775,-0.529,-0.202,1.979,-1.089,0.142,-9.684,676.637,0.000,153.397,0.000,934.550,31.620,676.459,39.0831143,-75.8759756,590.194,7.227,-3.278,-23.749,25,13:24:07,0.352,-0.431,0.955,-0.490,-0.230,0.055,19.502,60.0,0.019,21.887,3.954
14.327,4,39.055,-75.890,690.405,-0.409,-0.218,3.565,0.158,-1.418,-9.866,681.702,0.000,150.119,0.136,933.960,31.560,681.702,39.0831279,-75.8759912,599.662,7.244,-3.236,-20.501,26,13:24:07,0.208,1.365,0.366,-0.582,-0.349,0.075,17.571,54.1,10.190,21.905,3.954
14.601,4,39.076,-75.876,691.443,0.030,0.102,0.892,0.224,-0.023,-10.401,682.413,0.000,144.677,0.410,933.900,31.580,682.235,39.0831378,-75.8760007,604.299,6.851,-3.323,-18.739,24,13:24:08,0.359,0.215,-0.474,-0.633,-0.335,0.058,14.820,45.6,10.097,21.893,3.954
14.876,4,39.093,-75.868,691.992,0.170,0.089,-1.302,0.903,-0.165,-10.175,682.946,0.000,139.998,0.686,933.840,31.580,682.769,39.0831605,-75.8760184,611.957,6.952,-3.148,-14.794,22,13:24:08,-0.223,0.761,-0.589,-0.516,-0.509,0.092,12.052,37.1,10.137,21.896,3.943
15.147,4,39.080,-75.871,692.705,-0.117,-0.052,-2.595,-1.775,-3.458,-7.566,683.836,0.000,135.264,0.956,933.720,31.580,683.836,39.0831721,-75.8760268,615.363,7.036,-3.097,-13.089,23,13:24:08,0.632,0.201,4.439,-0.575,-0.234,-0.021,9.340,28.7,9.709,21.884,3.954
15.420,4,39.067,-75.892,692.210,-0.355,-0.285,-4.555,-0.574,-0.522,-8.523,683.836,0.000,130.333,1.230,933.800,31.570,683.124,39.0831887,-75.8760402,620.094,6.910,-3.014,-10.013,23,13:24:08,-0.251,-0.761,1.271,-0.658,-0.390,-0.015,6.610,20.3,10.028,21.891,3.954
15.695,4,39.078,-75.911,692.754,-0.105,-0.518,-5.419,-1.706,0.968,-11.535,683.836,0.000,123.964,1.505,933.720,31.560,683.836,39.0832039,-75.8760537,623.556,6.715,-2.823,-7.091,25,13:24:09,1.659,-0.603,-1.925,-0.618,-0.652,-0.115,3.924,12.1,9.564,21.871,3.954
15.970,4,39.074,-75.917,693.265,-0.177,-0.598,-5.957,0.094,-0.313,-10.153,684.369,0.000,116.954,1.779,933.670,31.550,684.280,39.0832211,-75.8760637,625.699,6.974,-2.628,-4.470,27,13:24:09,0.266,0.381,0.093,-0.695,-0.486,-0.198,1.534,4.7,7.161,21.736,3.960
16.239,4,39.066,-75.905,693.820,-0.326,-0.354,-6.428,0.094,-0.049,-9.413,684.991,0.000,108.850,2.048,933.600,31.550,684.903,39.0832330,-75.8760696,626.735,6.832,-2.646,-2.452,25,13:24:09,-0.165,-0.273,0.259,-0.539,-0.496,-0.413,0.300,0.9,1.079,21.590,3.943
16.512,4,39.068,-75.899,693.796,-0.199,-0.350,-7.262,0.324,-0.377,-9.398,684.991,0.000,99.516,2.322,933.630,31.540,684.636,39.0832509,-75.8760792,627.591,6.912,-2.756,0.439,27,13:24:10,-0.022,-0.230,0.603,-0.667,-0.420,-0.467,0.173,0.5,0.144,21.569,3.954
16.786,4,39.065,-75.730,690.478,-0.295,2.664,-9.262,0.076,-0.802,-9.430,687.037,0.000,90.597,2.595,933.720,31.530,683.836,39.0832687,-75.8760883,627.735,6.777,-2.512,3.165,26,13:24:10,0.510,-0.194,0.704,-0.222,-0.418,-0.439,0.118,0.4,0.157,21.526,3.954
17.056,4,39.070,-75.745,691.743,-0.202,1.913,-8.371,-0.269,-0.291,-9.232,687.037,0.000,80.180,2.865,933.840,31.510,682.769,39.0832786,-75.8760921,627.371,5.659,-1.464,4.873,25,13:24:10,0.481,-0.496,0.115,-0.107,-0.401,-0.709,0.099,0.3,0.035,21.480,3.954
17.328,4,39.070,-75.781,689.612,-0.224,1.359,-10.431,-0.079,-1.365,-8.088,687.037,0.000,68.657,3.138,934.120,31.500,680.280,39.0832938,-75.8760974,626.311,5.428,-1.459,7.574,26,13:24:10,1.623,-1.049,1.049,-0.241,-0.083,-0.807,0.067,0.2,0.045,21.469,3.949
17.604,4,39.067,-75.803,686.432,-0.235,0.992,-12.891,-0.177,-0.501,-9.354,687.037,0.000,55.743,3.413,934.470,31.480,677.170,39.0833101,-75.8761023,624.518,5.436,-1.565,10.462,28,13:24:11,0.668,-0.079,0.194,-0.224,-0.194,-0.788,0.066,0.2,-0.027,21.430,3.954
17.877,4,39.073,-75.825,682.537,-0.184,0.727,-15.354,-1.420,0.527,-8.806,687.037,0.000,44.863,3.687,934.910,31.480,673.262,39.0833251,-75.8761076,621.435,5.351,-1.699,12.918,26,13:24:11,1.063,-0.460,-1.401,-0.332,0.096,-0.720,0.066,0.2,-0.016,21.430,3.960
18.146,4,39.065,-75.838,678.269,-0.296,0.556,-17.608,-0.119,-0.786,-9.697,687.037,0.000,37.714,3.956,935.370,31.490,669.177,39.0833346,-75.8761113,618.923,5.349,-1.572,14.780,27,13:24:11,0.517,0.445,0.424,-0.447,-0.075,-0.341,0.066,0.2,-0.003,21.416,3.954
18.419,4,39.063,-75.853,673.236,-0.319,0.299,-20.102,0.061,-0.174,-9.406,687.037,0.000,34.623,4.229,935.960,31.480,663.941,39.0833491,-75.8761163,614.436,5.293,-1.458,17.660,28,13:24:11,0.388,-0.180,0.122,-0.435,-0.130,-0.179,0.066,0.2,0.020,21.400,3.943
18.685,4,39.061,-75.865,667.248,-0.391,0.132,-22.728,-2.302,0.032,-9.916,687.037,0.000,35.401,4.498,936.650,31.490,657.820,39.0833632,-75.8761215,609.025,5.266,-1.580,20.301,27,13:24:12,0.690,1.659,-1.444,-0.300,-0.066,0.094,0.066,0.2,0.003,21.386,3.954
18.936,4,39.071,-75.884,661.027,-0.080,-0.130,-24.745,0.141,0.154,-6.044,687.037,0.000,38.412,4.746,937.360,31.470,651.526,39.0833722,-75.8761250,605.005,5.099,-1.472,21.953,27,13:24:12,2.758,-2.356,-1.034,-0.603,-0.109,0.411,0.066,0.2,0.021,21.405,3.949
19.210,4,39.088,-75.891,654.552,0.160,-0.240,-26.311,1.070,-0.390,-7.280,687.037,0.000,42.953,5.019,938.060,31.470,645.325,39.0833857,-75.8761302,598.566,5.104,-1.670,24.218,28,13:24:12,1.551,-2.291,-0.208,-0.607,-0.062,0.185,0.066,0.2,-0.012,21.393,3.949
19.479,4,39.107,-75.877,648.432,0.536,0.023,-26.333,3.324,-1.261,-1.854,687.037,0.000,46.580,5.288,938.770,31.480,639.038,39.0833950,-75.8761336,593.938,5.444,-1.778,25.436,29,13:24:12,4.461,-7.370,-1.314,-0.147,-0.173,0.198,0.065,0.2,0.043,21.379,3.949
19.753,4,39.115,-75.858,642.308,0.516,0.434,-26.649,-1.491,5.135,-2.002,687.037,0.000,51.730,5.566,939.500,31.460,632.579,39.0834147,-75.8761429,583.961,6.374,-2.536,26.886,29,13:24:13,2.191,-3.728,-8.418,-0.254,-0.213,-0.264,0.066,0.2,0.030,21.375,3.949
20.004,4,39.130,-75.854,633.375,0.731,0.257,-30.181,1.340,-1.804,-7.984,687.037,0.000,42.830,5.813,940.540,31.460,623.383,39.0834256,-75.8761492,578.582,6.594,-3.082,28.361,28,13:24:13,1.810,-2.083,0.876,-0.737,0.322,-0.952,0.066,0.2,-0.016,21.377,3.960
20.278,4,39.118,-75.866,622.439,0.366,0.079,-34.270,-3.215,-1.208,-10.804,687.037,0.000,29.542,6.087,941.690,31.450,613.225,39.0834421,-75.8761602,570.091,6.677,-3.373,30.627,28,13:24:13,0.424,3.290,1.336,-0.482,0.918,-0.810,0.066,0.2,-0.007,21.359,3.949
20.551,4,39.070,-76.079,613.576,-0.183,-3.617,-33.111,4.736,19.409,-5.918,687.037,0.000,24.864,6.361,942.790,31.450,603.517,39.0834531,-75.8761672,564.231,6.114,-3.075,31.885,29,13:24:14,-5.042,1.868,-19.631,-2.254,-1.419,0.888,0.057,0.2,0.270,21.348,3.954
20.822,4,39.079,-76.175,608.190,0.038,-5.049,-22.098,-1.314,-17.363,69.391,687.037,0.000,63.321,6.632,943.110,31.450,600.695,39.0834694,-75.8761787,555.244,5.514,-3.246,28.909,29,13:24:14,43.851,-56.737,-37.868,4.709,-3.100,4.427,0.032,0.1,0.005,21.336,3.943
